sale_id,product_id,customer_id,store_id,date_id,total_amount,quantity_sold
200.0,519.0,79.0,88.0,83.0,1865.93,9.0
201.0,539.0,494.0,44.0,6.0,133.39,2.0
202.0,981.0,20.0,34.0,347.0,1607.16,5.0
203.0,555.0,149.0,6.0,20.0,2096.06,5.0
204.0,58.0,84.0,35.0,57.0,1595.24,4.0
205.0,895.0,278.0,45.0,156.0,410.65,2.0
206.0,836.0,445.0,63.0,276.0,1001.55,3.0
207.0,913.0,846.0,60.0,307.0,359.78,2.0
208.0,933.0,784.0,37.0,227.0,2208.9,10.0
209.0,167.0,987.0,23.0,51.0,389.54,7.0
210.0,715.0,418.0,18.0,222.0,1708.78,5.0
211.0,729.0,112.0,92.0,259.0,1852.39,4.0
212.0,322.0,144.0,16.0,351.0,1303.59,10.0
213.0,835.0,506.0,61.0,304.0,2541.1,8.0
214.0,244.0,139.0,72.0,311.0,234.07,2.0
215.0,960.0,714.0,70.0,253.0,1223.24,4.0
216.0,287.0,273.0,89.0,110.0,2116.65,6.0
217.0,681.0,311.0,82.0,233.0,518.31,4.0
218.0,117.0,130.0,16.0,321.0,641.74,6.0
219.0,184.0,659.0,15.0,80.0,681.85,5.0
220.0,832.0,160.0,98.0,80.0,590.66,3.0
221.0,252.0,395.0,78.0,240.0,474.9,1.0
222.0,712.0,945.0,77.0,198.0,34.01,4.0
223.0,247.0,902.0,53.0,86.0,524.44,5.0
224.0,470.0,590.0,98.0,3.0,803.42,4.0
225.0,390.0,313.0,27.0,358.0,1322.85,9.0
226.0,129.0,899.0,43.0,173.0,46.76,1.0
227.0,337.0,426.0,98.0,352.0,101.89,2.0
228.0,497.0,15.0,78.0,256.0,3464.17,10.0
229.0,76.0,696.0,99.0,294.0,4817.14,10.0
230.0,888.0,633.0,66.0,216.0,578.49,5.0
231.0,779.0,733.0,70.0,108.0,673.69,2.0
232.0,75.0,432.0,42.0,77.0,794.34,3.0
233.0,269.0,403.0,54.0,5.0,690.0,6.0
234.0,498.0,693.0,37.0,12.0,907.42,3.0
235.0,128.0,621.0,44.0,293.0,436.73,1.0
236.0,856.0,828.0,74.0,52.0,399.27,3.0
237.0,42.0,409.0,21.0,78.0,776.98,2.0
238.0,923.0,60.0,5.0,256.0,1843.51,6.0
239.0,805.0,405.0,65.0,302.0,383.62,1.0
240.0,936.0,800.0,21.0,27.0,227.32,2.0
241.0,356.0,481.0,37.0,228.0,319.99,5.0
242.0,305.0,491.0,48.0,198.0,530.8,3.0
243.0,914.0,713.0,7.0,221.0,647.71,4.0
244.0,360.0,925.0,26.0,98.0,224.65,8.0
245.0,872.0,763.0,25.0,271.0,3955.04,10.0
246.0,646.0,358.0,100.0,77.0,1274.37,9.0
247.0,420.0,229.0,13.0,288.0,3151.04,8.0
248.0,640.0,871.0,30.0,331.0,2492.6,6.0
249.0,16.0,868.0,95.0,54.0,2161.82,7.0
250.0,964.0,858.0,3.0,278.0,1768.41,6.0
251.0,673.0,781.0,67.0,292.0,455.95,4.0
252.0,896.0,861.0,26.0,24.0,2162.56,5.0
253.0,945.0,466.0,4.0,124.0,297.73,2.0
254.0,57.0,444.0,25.0,202.0,1625.45,6.0
255.0,918.0,279.0,81.0,271.0,4181.37,9.0
256.0,272.0,787.0,28.0,169.0,247.1,3.0
257.0,80.0,618.0,91.0,128.0,304.54,6.0
258.0,722.0,838.0,20.0,52.0,2233.49,7.0
259.0,834.0,955.0,25.0,147.0,2657.83,6.0
260.0,611.0,437.0,74.0,111.0,1389.31,5.0
261.0,426.0,103.0,8.0,60.0,4105.8,10.0
262.0,422.0,656.0,2.0,213.0,2618.62,10.0
263.0,132.0,73.0,85.0,85.0,3181.29,7.0
264.0,227.0,18.0,29.0,159.0,778.0,3.0
265.0,191.0,16.0,73.0,192.0,2150.7,10.0
266.0,506.0,824.0,58.0,94.0,2097.44,10.0
267.0,970.0,109.0,32.0,203.0,2763.64,10.0
268.0,394.0,373.0,96.0,34.0,2920.56,9.0
269.0,672.0,38.0,6.0,53.0,1807.72,6.0
270.0,599.0,461.0,73.0,109.0,232.57,10.0
271.0,515.0,291.0,19.0,213.0,1986.75,5.0
272.0,327.0,66.0,51.0,117.0,1348.38,4.0
273.0,452.0,667.0,45.0,12.0,315.55,6.0
274.0,506.0,22.0,17.0,311.0,1345.63,7.0
275.0,979.0,81.0,24.0,52.0,619.6,5.0
276.0,274.0,129.0,25.0,259.0,147.18,2.0
277.0,960.0,604.0,95.0,325.0,938.95,3.0
278.0,727.0,805.0,76.0,122.0,3983.02,9.0
279.0,294.0,32.0,92.0,195.0,916.23,2.0
280.0,174.0,161.0,15.0,109.0,174.99,1.0
281.0,663.0,433.0,98.0,58.0,352.44,3.0
282.0,102.0,960.0,97.0,61.0,1189.36,4.0
283.0,225.0,646.0,10.0,347.0,1110.26,5.0
284.0,809.0,86.0,22.0,80.0,3456.76,9.0
285.0,368.0,17.0,81.0,352.0,246.14,2.0
286.0,709.0,915.0,21.0,293.0,2616.39,10.0
287.0,54.0,813.0,43.0,160.0,3036.61,8.0
288.0,429.0,205.0,88.0,171.0,967.56,6.0
289.0,348.0,775.0,47.0,203.0,1026.18,4.0
290.0,328.0,354.0,82.0,241.0,293.38,6.0
291.0,151.0,866.0,78.0,67.0,2178.27,8.0
292.0,547.0,838.0,32.0,189.0,1368.18,3.0
293.0,987.0,751.0,6.0,181.0,1726.16,5.0
294.0,516.0,829.0,84.0,17.0,1459.64,3.0
295.0,242.0,655.0,6.0,137.0,1478.3,4.0
296.0,755.0,297.0,98.0,169.0,201.47,1.0
297.0,696.0,519.0,49.0,318.0,49.27,7.0
298.0,1.0,453.0,98.0,270.0,2433.57,7.0
299.0,432.0,724.0,53.0,312.0,3916.37,8.0
300.0,770.0,473.0,14.0,263.0,768.63,5.0
301.0,220.0,137.0,96.0,4.0,167.88,3.0
302.0,166.0,835.0,73.0,258.0,1177.66,4.0
303.0,583.0,660.0,65.0,88.0,3425.6,9.0
304.0,733.0,746.0,48.0,57.0,319.13,2.0
305.0,994.0,663.0,86.0,178.0,379.17,6.0
306.0,339.0,938.0,54.0,14.0,1859.05,5.0
307.0,986.0,727.0,47.0,173.0,3423.14,10.0
308.0,844.0,136.0,57.0,151.0,1717.19,7.0
309.0,961.0,631.0,82.0,157.0,1432.61,7.0
310.0,25.0,695.0,25.0,198.0,414.4,1.0
311.0,328.0,38.0,33.0,212.0,3606.92,8.0
312.0,189.0,993.0,30.0,194.0,1870.24,8.0
313.0,828.0,300.0,9.0,200.0,1747.87,9.0
314.0,17.0,545.0,46.0,225.0,225.6,2.0
315.0,843.0,658.0,10.0,163.0,2190.16,9.0
316.0,410.0,994.0,8.0,335.0,2043.39,5.0
317.0,47.0,847.0,3.0,305.0,882.86,3.0
318.0,177.0,587.0,56.0,49.0,3089.86,8.0
319.0,165.0,553.0,59.0,163.0,2989.89,6.0
320.0,278.0,554.0,72.0,79.0,39.29,5.0
321.0,281.0,528.0,13.0,49.0,1973.98,4.0
322.0,98.0,619.0,17.0,336.0,3594.52,10.0
323.0,365.0,761.0,45.0,249.0,77.34,2.0
324.0,332.0,302.0,92.0,14.0,146.48,9.0
325.0,953.0,786.0,37.0,20.0,483.68,1.0
326.0,775.0,936.0,16.0,15.0,4244.99,9.0
327.0,9.0,73.0,71.0,202.0,1372.46,9.0
328.0,836.0,639.0,76.0,18.0,722.78,6.0
329.0,479.0,213.0,32.0,60.0,556.16,6.0
330.0,46.0,911.0,46.0,117.0,2019.27,8.0
331.0,675.0,862.0,91.0,259.0,614.06,2.0
332.0,775.0,654.0,45.0,227.0,134.06,4.0
333.0,967.0,831.0,18.0,270.0,17.53,1.0
334.0,113.0,982.0,25.0,129.0,89.16,3.0
335.0,877.0,759.0,66.0,282.0,3333.95,9.0
336.0,835.0,446.0,31.0,165.0,174.42,1.0
337.0,40.0,574.0,19.0,299.0,560.07,7.0
338.0,750.0,836.0,55.0,92.0,1966.97,5.0
339.0,558.0,94.0,38.0,27.0,425.99,1.0
340.0,795.0,296.0,71.0,242.0,1656.54,9.0
341.0,874.0,737.0,72.0,248.0,506.8,2.0
342.0,853.0,140.0,90.0,330.0,1049.14,4.0
343.0,434.0,330.0,40.0,321.0,589.75,3.0
344.0,404.0,129.0,43.0,22.0,335.88,5.0
345.0,222.0,973.0,5.0,351.0,2380.35,6.0
346.0,384.0,279.0,81.0,89.0,2589.9,9.0
347.0,709.0,435.0,92.0,365.0,235.56,2.0
348.0,967.0,793.0,9.0,245.0,4049.07,10.0
349.0,835.0,9.0,24.0,115.0,3406.6,7.0
350.0,976.0,252.0,8.0,237.0,3131.7,10.0
351.0,511.0,170.0,10.0,44.0,848.79,2.0
352.0,988.0,903.0,12.0,226.0,204.86,1.0
353.0,880.0,51.0,6.0,49.0,462.64,3.0
354.0,714.0,632.0,17.0,365.0,55.65,5.0
355.0,15.0,118.0,58.0,156.0,2990.57,8.0
356.0,907.0,704.0,35.0,27.0,258.26,4.0
357.0,728.0,186.0,73.0,250.0,122.89,1.0
358.0,207.0,335.0,89.0,63.0,540.89,6.0
359.0,125.0,650.0,69.0,135.0,923.02,10.0
360.0,130.0,437.0,29.0,299.0,1903.33,7.0
361.0,95.0,865.0,24.0,38.0,480.94,1.0
362.0,459.0,129.0,76.0,353.0,2649.27,7.0
363.0,875.0,477.0,56.0,171.0,769.38,6.0
364.0,166.0,679.0,28.0,13.0,1649.52,8.0
365.0,325.0,190.0,64.0,65.0,1018.26,5.0
366.0,6.0,809.0,59.0,147.0,1121.69,4.0
367.0,606.0,942.0,68.0,129.0,1389.16,3.0
368.0,316.0,815.0,26.0,299.0,1174.9,6.0
369.0,125.0,479.0,20.0,64.0,3414.15,7.0
370.0,92.0,294.0,42.0,227.0,1328.99,5.0
371.0,36.0,316.0,57.0,255.0,1437.19,9.0
372.0,99.0,493.0,85.0,313.0,2794.04,6.0
373.0,419.0,947.0,92.0,132.0,1808.23,4.0
374.0,143.0,582.0,43.0,20.0,814.54,7.0
375.0,626.0,313.0,24.0,341.0,679.46,5.0
376.0,351.0,860.0,85.0,128.0,2021.37,5.0
377.0,95.0,941.0,80.0,6.0,2725.15,6.0
378.0,23.0,338.0,50.0,28.0,872.53,5.0
379.0,896.0,415.0,36.0,206.0,1185.54,3.0
380.0,62.0,396.0,61.0,2.0,1812.68,6.0
381.0,188.0,499.0,35.0,364.0,831.22,9.0
382.0,715.0,955.0,5.0,277.0,1483.48,4.0
383.0,22.0,251.0,63.0,339.0,1216.48,4.0
384.0,134.0,565.0,98.0,364.0,494.05,1.0
385.0,549.0,485.0,86.0,54.0,1244.84,3.0
386.0,296.0,713.0,2.0,262.0,616.24,4.0
387.0,761.0,608.0,48.0,301.0,974.24,10.0
388.0,183.0,841.0,34.0,190.0,835.9,3.0
389.0,440.0,680.0,40.0,44.0,259.94,4.0
390.0,197.0,28.0,53.0,7.0,500.09,7.0
391.0,333.0,324.0,73.0,239.0,2454.71,7.0
392.0,61.0,337.0,83.0,118.0,1964.96,5.0
393.0,852.0,501.0,10.0,54.0,439.67,2.0
394.0,943.0,279.0,1.0,321.0,4114.37,10.0
395.0,612.0,330.0,17.0,302.0,323.96,1.0
396.0,77.0,214.0,72.0,221.0,124.55,2.0
397.0,405.0,190.0,16.0,54.0,3216.67,8.0
398.0,212.0,245.0,38.0,104.0,966.51,3.0
399.0,190.0,650.0,99.0,110.0,1214.96,3.0
400.0,776.0,929.0,64.0,290.0,3903.38,8.0
401.0,481.0,886.0,100.0,127.0,4413.18,9.0
402.0,204.0,245.0,61.0,21.0,909.36,9.0
403.0,446.0,302.0,48.0,104.0,484.1,4.0
404.0,85.0,157.0,60.0,206.0,2174.24,6.0
405.0,947.0,579.0,91.0,147.0,1574.04,10.0
406.0,694.0,389.0,25.0,116.0,1553.29,7.0
407.0,660.0,136.0,78.0,53.0,186.12,1.0
408.0,32.0,378.0,16.0,266.0,725.21,6.0
409.0,884.0,64.0,85.0,205.0,304.44,3.0
410.0,711.0,565.0,13.0,21.0,1446.71,5.0
411.0,570.0,369.0,91.0,158.0,2205.88,8.0
412.0,199.0,97.0,61.0,298.0,192.24,2.0
413.0,587.0,985.0,71.0,29.0,1356.31,5.0
414.0,134.0,705.0,82.0,181.0,25.25,2.0
415.0,356.0,634.0,46.0,295.0,1210.17,5.0
416.0,628.0,326.0,83.0,37.0,909.05,2.0
417.0,223.0,423.0,49.0,345.0,423.17,3.0
418.0,906.0,152.0,75.0,331.0,1973.26,4.0
419.0,248.0,494.0,19.0,217.0,424.24,9.0
420.0,385.0,650.0,43.0,194.0,453.86,1.0
421.0,904.0,394.0,9.0,92.0,2926.82,8.0
422.0,587.0,349.0,76.0,310.0,1753.51,5.0
423.0,117.0,446.0,45.0,129.0,58.49,7.0
424.0,655.0,236.0,29.0,287.0,1808.49,9.0
425.0,521.0,737.0,31.0,299.0,1986.66,6.0
426.0,201.0,945.0,29.0,338.0,435.06,3.0
427.0,816.0,49.0,91.0,4.0,1079.54,3.0
428.0,431.0,454.0,66.0,36.0,211.01,1.0
429.0,404.0,715.0,39.0,69.0,129.55,1.0
430.0,324.0,768.0,28.0,103.0,3980.57,10.0
431.0,468.0,689.0,74.0,289.0,204.91,4.0
432.0,954.0,488.0,26.0,35.0,1792.43,10.0
433.0,208.0,703.0,79.0,149.0,214.16,10.0
434.0,807.0,294.0,48.0,248.0,66.06,1.0
435.0,521.0,626.0,39.0,56.0,2877.02,10.0
436.0,307.0,142.0,55.0,64.0,242.76,2.0
437.0,680.0,951.0,3.0,328.0,212.86,5.0
438.0,788.0,108.0,70.0,51.0,58.36,3.0
439.0,433.0,352.0,85.0,250.0,221.99,6.0
440.0,167.0,632.0,22.0,63.0,243.37,2.0
441.0,389.0,852.0,4.0,304.0,331.86,3.0
442.0,217.0,623.0,69.0,298.0,638.1,2.0
443.0,167.0,455.0,45.0,64.0,2375.55,8.0
444.0,309.0,427.0,39.0,189.0,2387.51,6.0
445.0,68.0,397.0,69.0,84.0,1644.3,6.0
446.0,4.0,588.0,81.0,285.0,3772.48,9.0
447.0,591.0,778.0,35.0,28.0,3187.17,9.0
448.0,333.0,265.0,89.0,245.0,608.75,10.0
449.0,421.0,970.0,3.0,169.0,288.42,1.0
450.0,538.0,87.0,6.0,113.0,936.72,5.0
451.0,945.0,922.0,72.0,134.0,969.5,4.0
452.0,464.0,396.0,16.0,297.0,815.79,2.0
453.0,898.0,388.0,81.0,356.0,920.07,3.0
454.0,75.0,33.0,22.0,182.0,191.08,1.0
455.0,116.0,992.0,14.0,18.0,998.22,7.0
456.0,494.0,304.0,83.0,296.0,189.54,4.0
457.0,234.0,320.0,20.0,222.0,1468.28,3.0
458.0,969.0,685.0,6.0,15.0,1631.11,6.0
459.0,67.0,543.0,47.0,69.0,1043.04,8.0
460.0,774.0,646.0,9.0,285.0,159.63,6.0
461.0,654.0,649.0,77.0,357.0,96.03,4.0
462.0,93.0,17.0,25.0,175.0,447.81,2.0
463.0,74.0,414.0,32.0,297.0,269.02,1.0
464.0,842.0,992.0,14.0,226.0,4012.93,10.0
465.0,868.0,745.0,75.0,193.0,2129.32,5.0
466.0,574.0,414.0,51.0,20.0,656.12,6.0
467.0,905.0,673.0,39.0,202.0,2961.82,8.0
468.0,953.0,233.0,3.0,104.0,496.57,1.0
469.0,836.0,947.0,65.0,50.0,1158.08,4.0
470.0,217.0,75.0,89.0,220.0,3438.22,9.0
471.0,301.0,936.0,73.0,220.0,1928.82,8.0
472.0,549.0,498.0,78.0,63.0,592.14,2.0
473.0,602.0,255.0,95.0,293.0,267.79,5.0
474.0,786.0,606.0,53.0,71.0,2154.97,5.0
475.0,817.0,104.0,48.0,249.0,1716.33,6.0
476.0,264.0,538.0,28.0,40.0,1922.51,4.0
477.0,56.0,36.0,32.0,263.0,523.38,2.0
478.0,7.0,148.0,9.0,261.0,210.92,3.0
479.0,435.0,764.0,33.0,250.0,1264.72,9.0
480.0,722.0,669.0,42.0,290.0,892.08,4.0
481.0,371.0,124.0,76.0,322.0,1837.05,10.0
482.0,289.0,253.0,75.0,310.0,276.3,1.0
483.0,877.0,150.0,17.0,322.0,855.73,6.0
484.0,969.0,130.0,2.0,258.0,3739.68,10.0
485.0,418.0,152.0,22.0,196.0,2189.8,9.0
486.0,219.0,981.0,50.0,15.0,1943.7,5.0
487.0,103.0,957.0,53.0,4.0,241.6,1.0
488.0,943.0,424.0,84.0,356.0,287.42,6.0
